사번,성명,본부,팀,직군,직급레벨,성과등급,나이,근속연수(년),연봉(원),인재등급,핵심인재점수,퇴직위험도,퇴직위험예측확률,위험요인
SKFNB0155,윤유준,전주공장,전주생산3팀,M,5.0,B,44,17,57792000,High,129,35,0.002053782095813375,"초과근무과다, 보상조정없음"
SKFNB0162,오성민,전주공장,전주생산1팀,M,5.0,B,43,17,57792000,High,129,35,0.0019020454051937473,"초과근무과다, 보상조정없음"
SKFNB0197,조승현,구미공장,구미생산1팀,M,5.0,B,47,16,57216000,High,129,25,0.0025503324784631933,초과근무과다
SKFNB0742,박은우,사업전략본부,CS팀,U,4.0,B,48,5,53000000,High,129,25,0.0021218689337536255,"초과근무높음, 보상조정없음"
SKFNB0201,김승현,구미공장,구미운영팀,M,5.0,B,47,16,57216000,High,129,35,0.00238603677756495,"초과근무과다, 보상조정없음"
SKFNB0663,홍수현,전주공장,전주운영팀,M,5.0,B,43,6,45024000,High,129,25,0.0012210923330239973,"초과근무높음, 보상조정없음"
SKFNB0897,조유준,구미공장,구미생산2팀,M,4.0,B,46,1,36432000,High,128,35,0.00238603677756495,"초과근무과다, 보상조정없음"
SKFNB0889,박민재,전주공장,전주생산3팀,M,5.0,B,44,1,36432000,High,128,35,0.0014851022332265837,"초과근무과다, 보상조정없음"
SKFNB0896,권예린,경영지원본부,회계팀,S,,A,26,1,34327000,High,128,30,0.008637682392893786,"연차미사용, 보상조정없음"
SKFNB0415,이지환,사업전략본부,CS팀,U,4.0,B,38,11,56600000,High,128,25,0.0018259249337598657,"초과근무높음, 보상조정없음"
SKFNB0400,홍지훈,사업전략본부,B2C마케팅팀,U,4.0,B,33,8,54800000,High,128,25,0.0015271066001151768,"초과근무높음, 보상조정없음"
SKFNB0256,정서준,구미공장,구미생산1팀,M,5.0,B,37,12,48048000,High,128,35,0.0019550726945079477,"초과근무과다, 보상조정없음"
SKFNB0483,서지우,전주공장,전주생산3팀,M,4.0,B,46,10,47040000,High,128,45,0.0018468798852885914,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0293,강재윤,전주공장,전주생산2팀,M,4.0,B,40,14,49056000,High,128,35,0.0013119094180776448,"초과근무과다, 보상조정없음"
SKFNB0574,권주원,전주공장,전주생산1팀,M,3.0,B,38,8,46032000,High,128,35,0.0021963330731053104,"초과근무과다, 보상조정없음"
SKFNB0297,서유준,전주공장,전주생산2팀,M,4.0,B,48,14,56064000,High,128,35,0.0019208264186770729,"초과근무과다, 연차적게사용"
SKFNB0060,권유나,구미공장,구미생산2팀,M,5.0,B,45,20,59520000,High,128,25,0.0015487707485256714,초과근무과다
SKFNB0819,신은우,구미공장,구미생산2팀,M,5.0,B,44,3,43512000,High,128,25,0.0012837946200528196,초과근무과다
SKFNB0520,임도윤,경영지원본부,회계팀,U,4.0,B,38,9,55400000,High,128,20,0.0022819252170820964,"연차적게사용, 보상조정없음"
SKFNB0066,한윤서,구미공장,구미생산3팀,M,5.0,B,46,21,60096000,High,128,25,0.0026128604212450677,초과근무과다
SKFNB0516,이지호,구미공장,구미생산1팀,M,4.0,B,37,9,46536000,High,128,35,0.00238603677756495,"초과근무과다, 보상조정없음"
SKFNB0001,권수현,전주공장,전주운영팀,M,3.0,B,30,5,38160000,High,128,35,0.002255742340696016,"초과근무과다, 연차적게사용"
SKFNB0326,류승현,전주공장,전주운영팀,M,4.0,B,39,13,48552000,High,128,25,0.0022261138677068344,"초과근무높음, 보상조정없음"
SKFNB0498,김준호,구미공장,구미생산2팀,M,4.0,B,36,9,46536000,High,128,55,0.8632250865224078,"초과근무과다, 연차미사용, 보상조정없음"
SKFNB0638,이민재,전주공장,전주생산2팀,M,3.0,B,32,7,39024000,High,128,15,0.0006789949230448596,초과근무높음
SKFNB0771,임지아,유통본부,품질팀,U,3.0,B,33,4,44016000,High,128,25,0.0023338709121390098,"초과근무높음, 연차적게사용"
SKFNB0792,권시우,구미공장,구미생산3팀,M,5.0,B,50,3,37296000,High,128,35,0.002149305476255688,"초과근무과다, 보상조정없음"
SKFNB0241,황현우,전주공장,전주생산2팀,M,5.0,B,32,7,45528000,High,128,35,0.001730284677520589,"초과근무과다, 보상조정없음"
SKFNB0625,임유준,사업전략본부,CS팀,U,3.0,B,33,7,54200000,High,128,25,0.001893238985374077,"초과근무높음, 보상조정없음"
SKFNB0455,김성민,전주공장,전주운영팀,M,4.0,B,44,10,47040000,High,128,55,0.9600418484043658,"초과근무과다, 연차미사용, 보상조정없음"
SKFNB0751,서예린,경영지원본부,회계팀,U,2.0,B,36,5,44520000,High,128,25,0.001981385212634705,"초과근무높음, 보상조정없음"
SKFNB0601,장수현,유통본부,물류기획팀,U,3.0,B,33,7,45528000,High,128,25,0.0014841187220923221,초과근무과다
SKFNB0740,류시아,전주공장,전주생산1팀,M,3.0,B,36,5,38160000,High,128,35,0.0018468798852885914,"초과근무과다, 연차적게사용"
SKFNB0728,최현우,구미공장,구미생산2팀,M,5.0,B,41,5,44520000,High,128,35,0.0022312007881077137,"초과근무과다, 보상조정없음"
SKFNB0129,안태윤,구미공장,구미생산1팀,M,5.0,B,53,18,58368000,Standard,128,45,0.0021333246815283123,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0166,조서준,경영지원본부,전략팀,U,3.0,B,34,9,55400000,Standard,128,45,0.0017196127781029444,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0667,이성민,전주공장,전주운영팀,M,3.0,B,37,6,38592000,Standard,128,35,0.0021963330731053104,"초과근무과다, 보상조정없음"
SKFNB0720,한민준,구미공장,구미생산3팀,U,3.0,B,38,5,53000000,Standard,128,35,0.002535423975612936,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0714,이승현,유통본부,S&OP수요기획팀,U,3.0,B,39,5,53000000,Standard,128,35,0.0023338709121390098,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0708,박준우,전주공장,전주운영팀,M,4.0,B,36,5,38160000,Standard,128,45,0.0019208264186770729,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0153,서민재,전주공장,전주생산1팀,M,2.0,B,35,10,47040000,Standard,128,35,0.002200162880165907,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0915,강서준,구미공장,구미운영팀,M,5.0,B,59,0,36000000,Standard,128,25,0.0011535202014764131,"초과근무높음, 보상조정없음"
SKFNB0447,조서연,구미공장,구미생산3팀,U,4.0,B,46,10,67200000,Standard,128,25,0.002535423975612936,"초과근무높음, 연차적게사용"
SKFNB0046,김태윤,전주공장,전주생산2팀,M,5.0,B,55,23,71456000,Standard,127,25,0.002022514388085013,초과근무과다
SKFNB0916,안민재,구미공장,구미생산3팀,M,5.0,B,37,0,36000000,Standard,127,35,0.0014389333940212081,"초과근무과다, 보상조정없음"
SKFNB0904,조민재,구미공장,구미생산3팀,M,5.0,B,45,1,36432000,Standard,127,45,0.002336411070871233,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0041,박현우,전주공장,전주운영팀,M,5.0,B,42,17,57792000,Standard,127,35,0.0019783859522385446,"초과근무과다, 보상조정없음"
SKFNB0102,서민준,구미공장,구미생산1팀,M,5.0,B,45,20,59520000,Standard,127,45,0.0016253172577806688,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0815,강하준,구미공장,구미운영팀,M,5.0,B,52,3,37296000,Standard,127,25,0.0022942220920712077,초과근무과다
SKFNB0466,권현준,구미공장,구미운영팀,M,5.0,B,54,10,47040000,Standard,127,35,0.0019400734449802864,"초과근무과다, 보상조정없음"
SKFNB0315,김소윤,전주공장,전주생산3팀,M,4.0,B,39,13,48552000,Standard,127,45,0.0018468798852885914,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0318,최현우,경영지원본부,인사팀,U,3.0,B,37,12,57200000,Standard,127,25,0.002101825721210161,"초과근무높음, 보상조정없음"
SKFNB0092,조지환,구미공장,구미운영팀,M,5.0,B,54,20,69440000,Standard,127,35,0.001620869352558885,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0505,윤주원,전주공장,전주생산2팀,M,4.0,B,44,9,46536000,Standard,127,45,0.0019208264186770729,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0499,조승현,전주공장,전주운영팀,M,5.0,B,50,9,46536000,Standard,127,35,0.00113958032369924,"초과근무과다, 보상조정없음"
SKFNB0358,장주원,사업전략본부,B2C마케팅팀,U,4.0,B,45,12,68640000,Standard,127,25,0.0011607145548501,"초과근무높음, 보상조정없음"
SKFNB0463,송승현,구미공장,구미운영팀,M,4.0,B,33,8,46032000,Standard,127,45,0.0017196127781029444,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0719,윤민재,구미공장,구미생산1팀,M,3.0,B,29,4,37728000,Standard,127,45,0.0023562729361559765,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0307,안가은,사업전략본부,상품개발팀,U,4.0,B,43,13,69360000,Standard,127,25,0.002101825721210161,"초과근무높음, 보상조정없음"
SKFNB0133,조지환,구미공장,구미생산2팀,M,5.0,B,51,18,58368000,Standard,127,45,0.002086783575521023,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0607,권예은,전주공장,전주생산3팀,U,3.0,B,32,7,45528000,Standard,127,35,0.0014553052248759287,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0600,황시우,전주공장,전주생산3팀,M,3.0,B,36,7,39024000,Standard,127,35,0.0019208264186770729,"초과근무과다, 연차적게사용"
SKFNB0595,박현준,구미공장,구미생산2팀,M,5.0,B,56,8,46032000,Standard,127,35,0.0021333246815283123,"초과근무과다, 연차적게사용"
SKFNB0675,윤민재,사업전략본부,CS팀,U,3.0,B,36,6,45024000,Standard,127,15,0.002101825721210161,초과근무높음
SKFNB0235,최하준,구미공장,구미생산1팀,M,5.0,B,48,15,56640000,Standard,127,45,0.0018768695936436284,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0666,한현준,전주공장,전주생산3팀,M,4.0,B,44,6,45024000,Standard,127,25,0.0021963330731053104,초과근무과다
SKFNB0022,신현준,구미공장,구미생산3팀,M,4.0,B,42,17,57792000,Standard,127,35,0.002072905897179507,"초과근무과다, 보상조정없음"
SKFNB0034,안수현,구미공장,구미생산3팀,M,5.0,B,49,24,72128000,Standard,127,35,0.0013093685820683469,"초과근무과다, 보상조정없음"
SKFNB0223,한하윤,전주공장,전주생산2팀,U,5.0,B,45,15,84960000,Standard,127,25,0.0020991541751419025,"초과근무높음, 연차적게사용"
SKFNB0137,강건우,전주공장,전주생산2팀,M,5.0,B,49,18,58368000,Standard,127,45,0.0019208264186770729,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0643,최지아,유통본부,채널운영팀,U,3.0,B,35,7,45528000,Standard,127,25,0.0014593415829121674,"초과근무높음, 연차적게사용"
SKFNB0222,윤수아,유통본부,배송운영팀,U,5.0,B,42,15,70800000,Standard,127,35,0.001129598640131715,"초과근무과다, 보상조정없음"
SKFNB0991,김소윤,구미공장,구미생산2팀,M,5.0,B,57,0,36000000,Standard,127,45,0.002296596750419417,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0993,정지훈,구미공장,구미생산2팀,M,5.0,B,42,0,36000000,Standard,127,35,0.0020665813398914436,"초과근무과다, 보상조정없음"
SKFNB0658,장하준,구미공장,구미생산1팀,M,3.0,B,35,7,39024000,Standard,127,45,0.002086783575521023,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0018,홍아린,구미공장,구미생산1팀,M,5.0,B,55,25,72800000,Standard,127,35,0.0021972379251250945,"초과근무과다, 보상조정없음"
SKFNB0731,강하준,경영지원본부,경영기획팀,U,4.0,B,49,5,53000000,Standard,127,10,0.0018915971114938609,보상조정없음
SKFNB0700,최현우,전주공장,전주생산3팀,M,3.0,B,40,6,45024000,Standard,127,35,0.0021118027327840442,"초과근무과다, 보상조정없음"
SKFNB0678,신예린,유통본부,이커머스운영팀,U,3.0,B,36,6,53600000,Standard,127,25,0.0023338709121390098,"초과근무높음, 연차적게사용"
SKFNB0371,강수아,구미공장,구미생산2팀,M,4.0,B,43,11,54336000,Standard,126,35,0.0015854903274255185,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0769,서은서,유통본부,물류센터운영팀,U,5.0,B,40,4,52400000,Standard,126,25,0.0017426471108779472,"초과근무높음, 보상조정없음"
SKFNB0790,오아린,사업전략본부,대외협력팀,U,4.0,B,35,3,51800000,Standard,126,35,0.002535423975612936,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0936,강주원,구미공장,구미생산1팀,M,5.0,B,40,0,36000000,Standard,126,35,0.002336411070871233,"초과근무과다, 연차적게사용"
SKFNB0905,서준호,전주공장,전주운영팀,M,5.0,B,45,1,36432000,Standard,126,45,0.002150644390981257,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0888,최유준,전주공장,전주생산2팀,M,5.0,B,53,1,36432000,Standard,126,35,0.0022453119417319358,"초과근무과다, 보상조정없음"
SKFNB0456,홍지훈,구미공장,구미운영팀,M,4.0,B,41,10,47040000,Standard,126,45,0.002086783575521023,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0489,한성민,구미공장,구미생산1팀,M,3.0,B,39,10,47040000,Standard,126,35,0.002225920834093125,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0831,강지우,사업전략본부,대외협력팀,U,4.0,B,44,2,43008000,Standard,126,35,0.002535423975612936,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0087,이준호,전주공장,전주생산3팀,M,5.0,B,49,20,69440000,Standard,126,35,0.0016209318061424732,"초과근무과다, 보상조정없음"
SKFNB0409,조주원,전주공장,전주운영팀,U,4.0,B,34,9,55400000,Standard,126,25,0.0007560772359681491,"초과근무높음, 보상조정없음"
SKFNB0431,조주원,구미공장,구미운영팀,M,4.0,B,40,11,47544000,Standard,126,35,0.0019931164136421497,"초과근무과다, 보상조정없음"
SKFNB0005,임태윤,구미공장,구미생산3팀,U,3.0,B,44,19,73680000,Standard,126,35,0.0009912155346381906,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0673,권윤서,유통본부,채널운영팀,U,3.0,B,42,6,53600000,Standard,126,10,0.00210048155472272,연차적게사용
SKFNB0204,권지호,전주공장,전주생산1팀,M,4.0,B,42,15,56640000,Standard,126,35,0.0014593415829121674,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0225,최재윤,구미공장,구미생산2팀,M,5.0,B,43,15,56640000,Standard,126,35,0.0019550726945079477,"초과근무과다, 보상조정없음"
SKFNB0217,이지호,전주공장,전주생산1팀,U,5.0,B,42,15,70800000,Standard,126,45,0.0016610581548031815,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0632,박은우,전주공장,전주생산3팀,M,4.0,B,35,7,45528000,Standard,126,25,0.0019080502903228258,초과근무과다
SKFNB0706,권성준,유통본부,물류기획팀,U,4.0,B,37,5,53000000,Standard,126,25,0.0014400989152250562,"초과근무높음, 보상조정없음"
SKFNB0550,송하린,경영지원본부,조직문화팀,U,3.0,B,47,9,66480000,Standard,126,25,0.001643247003257557,"초과근무높음, 보상조정없음"
SKFNB0542,정소윤,사업전략본부,CS팀,U,2.0,B,32,7,45528000,Standard,126,10,0.0013412984918033063,연차적게사용
SKFNB0122,임지민,구미공장,구미생산2팀,M,5.0,B,51,19,68768000,Standard,126,35,0.0013093685820683469,"초과근무과다, 보상조정없음"
SKFNB0594,송서연,전주공장,전주운영팀,M,3.0,B,32,7,39024000,Standard,126,45,0.0019208264186770729,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0895,강민준,구미공장,구미운영팀,M,5.0,B,63,1,36432000,Standard,126,35,0.0016871085386955468,"초과근무과다, 보상조정없음"
SKFNB0444,박은우,사업전략본부,B2C마케팅팀,U,4.0,B,43,10,56000000,Standard,126,35,0.002535423975612936,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0065,류지환,구미공장,구미운영팀,M,5.0,B,53,22,70784000,Standard,126,35,0.001736297184429031,"초과근무과다, 보상조정없음"
SKFNB0059,최주원,구미공장,구미생산2팀,M,5.0,B,45,20,59520000,Standard,126,35,0.001425331988609055,"초과근무과다, 보상조정없음"
SKFNB0324,황주원,구미공장,구미생산1팀,M,4.0,B,45,13,55488000,Standard,126,45,0.0020064609918394372,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0116,장은우,전주공장,전주생산1팀,M,5.0,B,44,19,58944000,Standard,126,25,0.0014841187220923221,초과근무과다
SKFNB0609,김하준,사업전략본부,대외협력팀,U,3.0,B,35,7,54200000,Standard,126,35,0.0014474638619649525,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0626,정서준,경영지원본부,경영기획팀,U,3.0,B,31,6,45024000,Standard,126,35,0.0018731690412809225,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0654,한하은,유통본부,자재유통팀,U,3.0,B,44,7,54200000,Standard,126,35,0.0023338709121390098,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0612,서은서,경영지원본부,인사팀,U,3.0,B,42,7,54200000,Standard,126,25,0.002535423975612936,"초과근무높음, 연차적게사용"
SKFNB0597,황성민,사업전략본부,CS팀,U,3.0,B,41,8,54800000,Standard,126,10,0.0022819252170820964,연차적게사용
SKFNB0130,권현우,전주공장,전주생산3팀,M,5.0,B,52,18,68096000,Standard,125,35,0.001970753969371865,"초과근무과다, 보상조정없음"
SKFNB0121,박시우,전주공장,전주운영팀,M,5.0,B,51,19,68768000,Standard,125,35,0.001730284677520589,"초과근무과다, 보상조정없음"
SKFNB0127,오건우,경영지원본부,전략팀,U,4.0,B,46,18,72960000,Standard,125,35,0.002535423975612936,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0260,이지호,사업전략본부,대외협력팀,U,2.0,B,32,7,45528000,Standard,125,35,0.0014904592571864756,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0229,안태윤,전주공장,전주생산3팀,M,5.0,B,39,14,49056000,Standard,125,45,0.0017275775184223434,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0620,신하은,사업전략본부,B2C마케팅팀,U,3.0,B,29,4,44016000,Standard,125,15,0.0015526507314154914,초과근무높음
SKFNB0730,한채원,경영지원본부,전략팀,U,3.0,B,38,5,53000000,Standard,125,15,0.002101825721210161,초과근무높음
SKFNB0509,최유준,전주공장,전주생산3팀,M,4.0,B,36,9,46536000,Standard,125,45,0.0019208264186770729,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0192,윤태윤,사업전략본부,대외협력팀,U,4.0,B,44,16,71520000,Standard,125,25,0.0008214842526852956,"초과근무높음, 보상조정없음"
SKFNB0677,신민서,유통본부,물류기획팀,U,3.0,B,44,6,53600000,Standard,125,35,0.0023338709121390098,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0545,신지윤,경영지원본부,전략팀,U,3.0,B,43,9,55400000,Standard,125,35,0.002535423975612936,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0438,강태윤,구미공장,구미운영팀,U,4.0,B,32,7,45528000,Standard,125,35,0.0016387602153294639,"초과근무과다, 보상조정없음"
SKFNB0432,서서준,구미공장,구미생산1팀,M,4.0,B,43,11,47544000,Standard,125,15,0.0013141319676124223,초과근무높음
SKFNB0457,강도윤,구미공장,구미생산1팀,M,4.0,B,34,9,46536000,Standard,125,45,0.0018768695936436284,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0496,안주원,전주공장,전주생산3팀,U,4.0,B,41,10,56000000,Standard,125,35,0.001471065063379989,"초과근무과다, 보상조정없음"
SKFNB0458,황주원,전주공장,전주생산1팀,M,4.0,B,42,10,47040000,Standard,125,45,0.0019208264186770729,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0494,김승현,구미공장,구미생산3팀,M,4.0,B,40,10,47040000,Standard,125,45,0.0020064609918394372,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0413,김민준,전주공장,전주생산1팀,U,4.0,B,40,11,67920000,Standard,125,25,0.001934674615921899,"초과근무높음, 보상조정없음"
SKFNB0715,최유준,유통본부,물류기획팀,U,3.0,B,27,2,43008000,Standard,125,10,0.001286081981089248,보상조정없음
SKFNB0710,윤태윤,구미공장,구미생산3팀,U,4.0,B,38,5,53000000,Standard,125,25,0.002535423975612936,"초과근무높음, 연차적게사용"
SKFNB0703,장서윤,경영지원본부,경영기획팀,U,3.0,B,38,6,53600000,Standard,125,35,0.002535423975612936,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0160,임하윤,전주공장,전주운영팀,U,5.0,B,53,17,72240000,Standard,125,15,0.0010129929306608265,초과근무높음
SKFNB0157,황아린,구미공장,구미생산1팀,M,5.0,B,52,17,57792000,Standard,125,45,0.0018046122174320022,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0691,장건우,전주공장,전주운영팀,M,3.0,B,34,6,38592000,Standard,125,35,0.0012701985704504373,"초과근무과다, 보상조정없음"
SKFNB0156,황하윤,전주공장,전주생산1팀,M,5.0,B,58,17,57792000,Standard,125,25,0.0018316656144734425,초과근무과다
SKFNB0276,박도윤,AI/DT조직,본부장실,Executive,,B,38,13,41616000,Standard,125,25,0.001981385212634705,"초과근무높음, 보상조정없음"
SKFNB0712,홍승현,전주공장,전주생산2팀,U,4.0,B,35,5,44520000,Standard,125,25,0.001934674615921899,"초과근무높음, 보상조정없음"
SKFNB0345,조시아,사업전략본부,상품개발팀,U,4.0,B,47,12,68640000,Standard,125,0,0.0017038379955890296,
SKFNB0070,이은우,구미공장,구미생산2팀,M,5.0,B,50,21,70112000,Standard,125,25,0.0017610241359919552,초과근무과다
SKFNB0947,윤나윤,전주공장,전주운영팀,M,4.0,B,45,0,36000000,Standard,125,45,0.0023808512051168664,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0512,박나윤,사업전략본부,B2C마케팅팀,U,4.0,B,36,9,55400000,Standard,124,25,0.0022804834379181486,"초과근무높음, 연차적게사용"
SKFNB0810,강주원,구미공장,구미생산1팀,M,5.0,B,55,3,37296000,Standard,124,35,0.002439235752400444,"초과근무과다, 보상조정없음"
SKFNB0862,이태윤,전주공장,전주생산2팀,M,5.0,B,59,1,36432000,Standard,124,15,0.0006684385732706424,초과근무높음
SKFNB0471,서지아,사업전략본부,상품개발팀,U,4.0,B,38,10,56000000,Standard,124,45,0.012575295199282976,"초과근무높음, 연차미사용, 보상조정없음"
SKFNB0804,장하은,유통본부,배송운영팀,U,2.0,B,31,3,43512000,Standard,124,35,0.0011554397456129434,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0330,권수현,구미공장,구미생산1팀,U,4.0,B,44,13,57800000,Standard,124,15,0.002101825721210161,초과근무높음
SKFNB0774,김지호,구미공장,구미생산1팀,M,3.0,B,37,4,44016000,Standard,124,45,0.004194112620734694,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0052,한우진,전주공장,전주생산1팀,M,5.0,B,57,23,71456000,Standard,124,35,0.0011096984985374562,"초과근무과다, 보상조정없음"
SKFNB0996,박시우,전주공장,전주생산3팀,M,5.0,B,47,0,36000000,Standard,124,25,0.0021963330731053104,초과근무과다
SKFNB0061,황은서,구미공장,구미생산2팀,M,5.0,B,48,22,70784000,Standard,124,45,0.0018768695936436284,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0402,장성준,유통본부,자재유통팀,U,4.0,B,41,11,67920000,Standard,124,15,0.001934674615921899,초과근무높음
SKFNB0898,강도윤,전주공장,전주생산2팀,M,3.0,B,41,1,36432000,Standard,124,45,0.0025018526005138463,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0043,송은우,전주공장,전주생산2팀,M,2.0,B,38,13,48552000,Standard,124,45,0.002812806774437311,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0254,임준우,구미공장,구미생산1팀,M,3.0,B,35,10,47040000,Standard,124,45,0.002086783575521023,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0596,이수빈,구미공장,구미생산1팀,M,3.0,B,37,8,46032000,Standard,124,45,0.006121940786296868,"초과근무높음, 연차미사용, 보상조정없음"
SKFNB0989,류하린,구미공장,구미생산2팀,U,4.0,B,39,0,42000000,Standard,124,35,0.0015982255897035033,"초과근무과다, 보상조정없음"
SKFNB0226,이은우,경영지원본부,회계팀,U,3.0,B,36,11,56600000,Standard,124,35,0.002535423975612936,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0670,김성준,전주공장,전주생산2팀,M,5.0,B,46,6,45024000,Standard,124,35,0.0017275775184223434,"초과근무과다, 연차적게사용"
SKFNB0548,정지윤,구미공장,구미생산1팀,U,3.0,B,36,9,55400000,Standard,124,25,0.0021218689337536255,"초과근무높음, 보상조정없음"
SKFNB0655,신현준,경영지원본부,재무팀,U,3.0,B,43,7,54200000,Standard,124,35,0.002535423975612936,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0472,윤지호,구미공장,구미생산2팀,M,4.0,B,37,10,47040000,Standard,124,35,0.0017341510784407194,"초과근무과다, 연차적게사용"
SKFNB0767,임유준,구미공장,구미운영팀,M,4.0,B,41,4,44016000,Standard,124,25,0.0022606535445040344,초과근무과다
SKFNB0580,권태윤,구미공장,구미생산1팀,M,3.0,B,37,8,46032000,Standard,124,35,0.00238603677756495,"초과근무과다, 보상조정없음"
SKFNB0711,임윤서,전주공장,전주운영팀,U,3.0,B,28,3,43512000,Standard,124,25,0.00122573598315114,"초과근무높음, 연차적게사용"
SKFNB0725,정지호,구미공장,구미생산2팀,U,3.0,B,29,4,44016000,Standard,124,25,0.0018731690412809225,"초과근무높음, 연차적게사용"
SKFNB0729,이민서,구미공장,구미생산3팀,U,3.0,B,30,5,44520000,Standard,124,45,0.0020195160124039492,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0036,신나윤,유통본부,자재유통팀,U,3.0,B,28,3,43512000,Standard,124,25,0.0017241708110937205,"초과근무높음, 연차적게사용"
SKFNB0743,신수현,경영지원본부,조직문화팀,U,2.0,B,39,5,53000000,Standard,123,25,0.0020665019797247025,"초과근무높음, 연차적게사용"
SKFNB0737,장태윤,사업전략본부,B2C마케팅팀,U,3.0,B,33,5,44520000,Standard,123,25,0.002535423975612936,"초과근무높음, 연차적게사용"
SKFNB0301,신승현,전주공장,전주운영팀,U,4.0,B,49,13,69360000,Standard,123,35,0.0020991541751419025,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0557,강지환,전주공장,전주생산2팀,M,4.0,B,41,8,46032000,Standard,123,35,0.0015961931256061105,"초과근무과다, 연차적게사용"
SKFNB0724,안지민,경영지원본부,몰입환경조성팀,U,3.0,B,40,5,53000000,Standard,123,30,0.012891849402498363,"연차미사용, 보상조정없음"
SKFNB0372,김재윤,전주공장,전주생산1팀,M,5.0,B,50,11,54336000,Standard,123,25,0.000619332392447888,"초과근무높음, 보상조정없음"
SKFNB0780,최재윤,경영지원본부,회계팀,U,2.0,B,29,4,44016000,Standard,123,35,0.0031399635243836627,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0335,김은우,전주공장,전주운영팀,M,4.0,B,36,11,47544000,Standard,123,25,0.0009908689719370027,"초과근무높음, 보상조정없음"
SKFNB0518,홍하린,경영지원본부,몰입환경조성팀,U,4.0,B,44,9,55400000,Standard,123,35,0.0022804834379181486,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0634,임하준,경영지원본부,인사팀,U,3.0,B,39,7,54200000,Standard,123,25,0.002101825721210161,"초과근무높음, 보상조정없음"
SKFNB0228,정가은,구미공장,구미생산2팀,U,2.0,B,36,11,56600000,Standard,123,25,0.0023901965838533782,"초과근무높음, 연차적게사용"
